,year,activity,sex,age,cat_age,century
4924,1943.0,Swimming,M,68,Elder,XX
4925,1943.0,Fishing for cod,M,18,Young Adult,XX
4926,1943.0,B-24 crashed during a search mission. Survivors in raft for 47 days,M,,No category,XX
4927,1943.0,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",M,26,Young Adult,XX
4928,1943.0,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",M,,No category,XX
4930,1943.0,ship torpedoed 400 miles off the African coas. Man was clinging to hatch cover,M,,No category,XX
4931,1943.0,"Small boat swamped, 4  people swimming to shore but he fell behind the other 3 and vanished",M,,No category,XX
4932,1943.0,Swimming,M,31,Young Adult,XX
4933,1943.0,"The 21,516-ton troopship Empress of Canada torpedoed and sunk by the Italian submarine Leonardo da Vinci",,,No category,XX
4934,1943.0,The 3540-ton Alfonso Penna was torpedoed & sunk by the Italian submarine Barbarigo,,,No category,XX
4935,1943.0,"Known as The Battle of the Bismarck Sea :  8 Japanese destroyers guarding a convoy of 8 transports were attacked by 129 Allied fighters, 207 bombers & 3 squadrons of the Royal Australian Air Force.",,,No category,XX
4936,1943.0,The USS Wahoo torpedoes & sank the Japanese troop transport Buyo Maru,M,,No category,XX
4937,1943.0,Swimming,,,No category,XX
4938,1943.0,Swimming,M,,No category,XX
4939,1943.0,Swimming,M,22,Young Adult,XX
4940,1943.0,Spearfishing,M,,No category,XX
4942,1943.0,,M,,No category,XX
4943,1942.0,Dog paddling or standing,F,15,Teenager,XX
4944,1942.0,U-177 torpedoed & sank the troopship Nova Scotia,M,,No category,XX
4945,1942.0,Swimming,M,38,Adult,XX
4946,1942.0,Thrown from destroyer when shell hit,M,19,Young Adult,XX
4947,1942.0,"On 6-Nov-1942, the German submarine U-68 sank the City of Cairo 5 days from Cape Town, survivors took to lifeboats & rafts. On the 15th day, a fireman jumped over the stern & was taken by sharks",M,,No category,XX
4948,1942.0,"Anti-Aircraft cruiser USS Atlanta (CL,-05) travelling in convoy after the Battle of Midway, encountered a Japanese flotilla  (Battle of Guadalcanal) &, heavily damaged by gunfire, she was lost off Lunga Point. Victim was swimming when bitten.",M,,No category,XX
4949,1942.0,Explosion & sinking of the USS Juneau after being torpedoed by the submarine  I-85,M,,No category,XX
4950,1942.0,,M,,No category,XX
4951,1942.0,Swimming,M,18,Young Adult,XX
4952,1942.0,In rubber dinghy with Captain Eddie Rickenbacker for 21 days.,M,,No category,XX
4953,1942.0,"Dutch merchant ship Zaandam torpedoed  by the U-174 amidships, sank & dozens of survivors took to rafts & boats. One man, Izzi, who drifted 83 days on a raft related that sharks attacked many men in the water when the ship went down",M,,No category,XX
4954,1942.0,"His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation",M,25,Young Adult,XX
4955,1942.0,The 6015-ton British ship Empire Avocet was torpedoed by the German submarine U-125.,,,No category,XX
4956,1942.0,"The Pacquebot Laconia, enroute to Liverpool with 600 Italian prisoners onboard, was torpedoed by the German submarine  U-156 and only 2 rafts were launched before the ship went down. Unable to board an overcrowded raft, he was swimming.",M,,No category,XX
4957,1942.0,Treading water,M,24,Young Adult,XX
4958,1942.0,Adrift on life raft,M,,No category,XX
4959,1942.0,Japanese aircraft shot down. He was one of two survivors rescued by the U.S. destroyer Mugford,M,,No category,XX
4960,1942.0,The SS Potlach was torpedoed & sunk by the U-153 on 27-Jun-1942.,M,32,Young Adult,XX
4961,1942.0,Sculling,M,20,Young Adult,XX
4962,1942.0,A 210-ton brig was sunk by a Japanese submarine. Some of the survivors were machine-gunned & some were taken by sharks,M,,No category,XX
4963,1942.0,boat capsized during filming,M,,No category,XX
4964,1942.0,"Plane crashed in water, men in life raft",M,,No category,XX
4965,1942.0,On life raft tethered to lifeboat. A seaman put hand over side to rinse a cup,M,,No category,XX
4966,1942.0,Diving from lugger,M,,No category,XX
4967,1942.0,H.M.S. Cornwall & H.M.S.Dorsetshire sunk by Japanese dive bombers. Officers & men in the water formed a circle with 60 of their dead in the center for 36 hours,,,No category,XX
4968,1942.0,Esso Bolivar was torpedoed & shelled by the German submarine U-126,M,,No category,XX
4969,1942.0,,M,18,Young Adult,XX
4970,1942.0,,,,No category,XX
4971,1942.0,Swimming,F,28,Young Adult,XX
4972,1942.0,Surf-skiing,M,,No category,XX
4973,1942.0,Captured Allied soldiers were squeezed into 3' bamboo pig baskets & fed to waiting sharks,M,,No category,XX
4974,1942.0,Fishing for perch,M,,No category,XX
4975,1942.0,"Sailing from Gingood, Misamis Oriental to Sagay (normally a 2-day voyage) capsized with 6 on board, three men were taken by sharks when they attempted to swim to shore.",M,,No category,XX
4976,1942.0,,,,No category,XX
4977,1942.0,,,,No category,XX
4978,1942.0,Swimming along side N.E.L. vessel Saluda,M,48,Adult,XX
4979,1942.0,Jumped overboard from torpedoed Panamanian freighter,M,,No category,XX
4980,1942.0,"Plane forced down, 3 men on rubber life raft. Put hand over side to feel drift of boat",M,,No category,XX
4981,1942.0,Ditched plane in the sea & were adrift on a rubber life raft.,M,,No category,XX
4982,1942.0,"Days before the surrender of Singapore, the 3 men escaped to Sumatra where they acquired a 17' dinghy. After 125 days at sea they drifted back to Sumatra",M,,No category,XX
4983,1942.0,Swimming,M,,No category,XX
4984,1941.0,Torpedoed & burning British  light cruiser with a crew of 450 men,,,No category,XX
4985,1941.0,Swimming,M,10,Child,XX
4986,1941.0,HMAS Parramatta torpedoed & sunk by the U-559,M,23,Young Adult,XX
4987,1941.0,HMAS Parramatta torpedoed & sunk by the U-559,M,,No category,XX
4988,1941.0,British cruiser Dunedin torpedoed & sunk by the U-124,,,No category,XX
4989,1941.0,German raider Kormoran was sunk in an engagement with HMAS Sydney,M,,No category,XX
4990,1941.0,SS Ethel Skakel foundered in Central America Hurricane of 1941,M,,No category,XX
4991,1941.0,Fishing,,,No category,XX
4992,1941.0,Swimming,M,,No category,XX
4993,1941.0,Swimming at edge of channel,M,20,Young Adult,XX
4994,1941.0,Fishing for tuna,,,No category,XX
4995,1941.0,Fishing,M,,No category,XX
4996,1941.0,Fishing from 32' boat,M,43,Adult,XX
4997,1941.0,"Ditched aircraft, 3 men in the water. Swam for 31 hours",M,,No category,XX
4998,1941.0,The troopship Britannia was sunk by the German raider Thor,M,,No category,XX
4999,1941.0,Fishing,M,53,Adult,XX
5000,1941.0,Fishing,M,34,Young Adult,XX
5001,1941.0,Seine netting,M,,No category,XX
5002,1941.0,Rescuing seaman after ship sunk by German raider,M,19,Young Adult,XX
5003,1941.0,Adrift on raft after their ship was sunk by an Axis raider,M,,No category,XX
5004,1941.0,Floating,M,,No category,XX
5005,1941.0,Standing,M,,No category,XX
5006,1941.0,,M,,No category,XX
5007,1941.0,,M,,No category,XX
5008,1941.0,Slipped off rocks and fell into the water,M,6,Child,XX
5009,1941.0,Standing,M,,No category,XX
5010,1941.0,,M,14,Teenager,XX
5011,1940.0,Standing on sandbank,M,23,Young Adult,XX
5012,1940.0,Swimming,M,17,Teenager,XX
5013,1940.0,Fishing,M,,No category,XX
5014,1940.0,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,M,,No category,XX
5015,1940.0,Bathing,M,18,Young Adult,XX
5016,1940.0,Standing,M,,No category,XX
5017,1940.0,Standing,M,,No category,XX
5018,1940.0,Fishing,M,,No category,XX
5019,1940.0,Treading water,M,25,Young Adult,XX
5020,1940.0,Free diving for lobster,M,,No category,XX
5021,1940.0,Swimming,M,17,Teenager,XX
5022,1940.0,Canoeing,,,No category,XX
5023,1940.0,Wading,M,55,Adult,XX
5024,1940.0,Dived into the water,M,17,Teenager,XX
5025,1940.0,Swimming,M,13,Teenager,XX
5026,1940.0,Swimming,M,22,Young Adult,XX
5027,1940.0,Swimming,M,18,Young Adult,XX
5028,1940.0,Diving for trochus,M,,No category,XX
5029,1940.0,Boating,,,No category,XX
5030,1940.0,,F,,No category,XX
5031,1940.0,male,,,No category,XX
5032,1940.0,Swimming,,,No category,XX
5033,1940.0,,F,,No category,XX
5034,1940.0,Standing in water with child in her arms,F,,No category,XX
5035,1939.0,Swimming,M,40,Adult,XX
5036,1939.0,Swimming,M,20,Young Adult,XX
5037,1939.0,,,,No category,XX
5038,1939.0,,,,No category,XX
5039,1939.0,,,,No category,XX
5040,1939.0,,,,No category,XX
5041,1939.0,Fishing,M,,No category,XX
5042,1939.0,"Free diving for trochus shell, swimming to dinghy",M,27,Young Adult,XX
5043,1939.0,Spearfishing & had just speared a ulua,M,,No category,XX
5044,1939.0,Pearl diving,M,,No category,XX
5045,1939.0,Fishing,M,33,Young Adult,XX
5046,1939.0,Japanese freighter Bokuyo Maru burned & sank,,3,Child,XX
5047,1939.0,"Dress diving, filming shark & pulling it through the water for a motion picture scene",M,38,Adult,XX
5048,1939.0,Seine netting,M,,No category,XX
5049,1939.0,Washed off freighter Huncliff by a freak wave,M,,No category,XX
5050,1939.0,Dived for a coin,M,9,Child,XX
5051,1939.0,Dived for a coin,M,,No category,XX
5052,1939.0,Bathing/Swimming,M,,No category,XX
5053,1939.0,Fishing,M,,No category,XX
5055,1939.0,She was on a ship that was torpedoes & was in the water awaiting rescue,F,,No category,XX
5056,1939.0,Fishing,,,No category,XX
5057,1939.0,Bathing,M,,No category,XX
5058,1939.0,Diving,M,,No category,XX
5059,1939.0,Swimming to anchored boat,M,,No category,XX
5060,1938.0,Swimming,M,19,Young Adult,XX
5061,1938.0,Fishing,M,18,Young Adult,XX
5062,1938.0,Swimming alongside warship   Tsingt-ao,M,,No category,XX
5063,1938.0,Fishing,M,,No category,XX
5064,1938.0,Swimming,M,,No category,XX
5065,1938.0,Fishing,M,,No category,XX
5066,1938.0,"Fishing, removing gaff from shark's mouth",M,27,Young Adult,XX
5067,1938.0,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,25,Young Adult,XX
5068,1938.0,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",,,No category,XX
5069,1938.0,Hardhat diving,M,,No category,XX
5070,1938.0,Fishing,M,,No category,XX
5071,1938.0,"Swimming, naked",M,9 or 10,Child,XX
5072,1938.0,Bathing,,,No category,XX
5073,1938.0,Wading,M,,No category,XX
5074,1938.0,Canoe capsized by shark,M,,No category,XX
5075,1938.0,Fishing,M,,No category,XX
5076,1938.0,"Watching seine netters with friends, one of whom picked up a netted shark",M,13,Teenager,XX
5077,1938.0,Diving off jetty,M,24,Young Adult,XX
5078,1938.0,Surf skiing,M,,No category,XX
5079,1938.0,Sponge diving,M,,No category,XX
5080,1938.0,Body surfing,M,50,Adult,XX
5081,1938.0,Fishing,M,,No category,XX
5082,1938.0,Diving,M,17,Teenager,XX
5083,1938.0,Swimming,M,,No category,XX
5084,1937.0,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,,No category,XX
5085,1937.0,Diving for trochus,M,17,Teenager,XX
5086,1937.0,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",M,,No category,XX
5087,1937.0,Swimming,M,25,Young Adult,XX
5088,1937.0,Swimming,M,18,Young Adult,XX
5089,1937.0,Swimming near jetty,M,16,Teenager,XX
5090,1937.0,Surf skiing,M,,No category,XX
5091,1937.0,Fishing,M,,No category,XX
5092,1937.0,Pleasure boating,,,No category,XX
5093,1937.0,Fishing,,,No category,XX
5094,1937.0,Rowing,M,,No category,XX
5095,1937.0,"Diving from the lugger San, operated by the Protector of the Aborigines",M,38,Adult,XX
5096,1937.0,Swimming,M,,No category,XX
5097,1937.0,Swimming,M,21,Young Adult,XX
5098,1937.0,Pearl diving,M,,No category,XX
5099,1937.0,,,,No category,XX
5100,1937.0,,,,No category,XX
5101,1937.0,"Fishing from launch, fell into net with shark",M,,No category,XX
5102,1937.0,Swimming,M,14,Teenager,XX
5103,1937.0,Fishing,M,,No category,XX
5104,1937.0,"Refused permission to cross on the ferry, he was swimming across the river",M,33,Young Adult,XX
5105,1937.0,Bathing,M,16,Teenager,XX
5106,1937.0,Swimming,M,43,Adult,XX
5107,1937.0,Swimming,M,32,Young Adult,XX
5108,1937.0,Swimming ashore after launch capsized,M,,No category,XX
5109,1937.0,Fishing,,,No category,XX
5110,1937.0,Fishing,M,20,Young Adult,XX
5111,1937.0,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,M,,No category,XX
5112,1937.0,Holding shark's tail,M,18,Young Adult,XX
5113,1937.0,,M,,No category,XX
5114,1936.0,"Diving, attempting to retrieve body of drowning victim wedged between rocks",M,,No category,XX
5115,1936.0,Sculling,,,No category,XX
5116,1936.0,Fishing for the shark that killed George Lundberg,,,No category,XX
5117,1936.0,Swimming,M,15,Teenager,XX
5118,1936.0,Fishing,M,50,Adult,XX
5119,1936.0,Spearfishing,M,,No category,XX
5120,1936.0,Wreck of a sampam,M,,No category,XX
5121,1936.0,Swimming,M,,No category,XX
5122,1936.0,"Trochus diving, but floating on surface",M,,No category,XX
5123,1936.0,Swept overboard,M,,No category,XX
5124,1936.0,Fishing for cod,,,No category,XX
5125,1936.0,Pearl diving,M,,No category,XX
5126,1936.0,Fishing,M,13,Teenager,XX
5127,1936.0,Swimming crawl stroke,M,16,Teenager,XX
5128,1936.0,Fishing for bluefish,,,No category,XX
5129,1936.0,Diving,M,,No category,XX
5130,1936.0,"Fishing, catching snoek, Thyrsites atun",,,No category,XX
5131,1936.0,"Diving for trochus , but swimming on surface",M,16,Teenager,XX
5132,1936.0,Swimming,M,,No category,XX
5133,1936.0,Diving for trochus,M,16,Teenager,XX
5134,1936.0,Diving,M,,No category,XX
5135,1936.0,Fishing,M,,No category,XX
5136,1936.0,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island,M,,No category,XX
5137,1936.0,Diving for trochus,M,,No category,XX
5138,1936.0,Rowing,,,No category,XX
5140,1936.0,Sculling,M,,No category,XX
5141,1936.0,Swimming,M,14,Teenager,XX
5142,1936.0,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13,Teenager,XX
5143,1936.0,Surfing,M,17,Teenager,XX
5144,1936.0,Paddleskiing,M,,No category,XX
5145,1936.0,Swimming,M,,No category,XX
5146,1935.0,Cruising,,,No category,XX
5147,1935.0,Diving?,M,20,Young Adult,XX
5148,1935.0,Swimming,M,38,Adult,XX
5149,1935.0,Swimming,M,,No category,XX
5150,1935.0,"Fell overboard, hanging onto lifebuoy",M,38,Adult,XX
5151,1935.0,Fishing,M,,No category,XX
5152,1935.0,Diving for beche-de-mer from lugger,M,,No category,XX
5153,1935.0,fishing boat exploded & sank,M,23,Young Adult,XX
5154,1935.0,fishing boat exploded & sank,M,53,Adult,XX
5155,1935.0,"Fishing with dynamite, afterwards in water retrieving catch",M,14,Teenager,XX
5156,1935.0,Swimming,F,22,Young Adult,XX
5157,1935.0,"Fishing for bluefish, shark leapt into dory",M,31,Young Adult,XX
5158,1935.0,Fishing,M,,No category,XX
5159,1935.0,,,,No category,XX
5160,1935.0,,,,No category,XX
5161,1935.0,Put foot inside a landed & supposedly dead shark,M,,No category,XX
5162,1935.0,Pearl diving,M,,No category,XX
5163,1935.0,"Disappeared 11 days earlier, probable homicide victim",M,40,Adult,XX
5164,1935.0,Diving,F,,No category,XX
5165,1935.0,,M,,No category,XX
5166,1935.0,Diving from dinghy for trochus shell,M,,No category,XX
5167,1935.0,Put foot inside mouth of supposedly dead shark,M,,No category,XX
5168,1935.0,"Pearl diving, but standing in the water",M,,No category,XX
5169,1935.0,Hauling in net with shark in it,M,38,Adult,XX
5170,1935.0,Surfing,M,,No category,XX
5171,1935.0,Swimming,M,27,Young Adult,XX
5172,1935.0,Standing,M,22,Young Adult,XX
5173,1935.0,Surfing (pneumatic surfboard),M,20,Young Adult,XX
5174,1935.0,Fishing,M,,No category,XX
5175,1935.0,Fishing for sharks,,,No category,XX
5176,1935.0,,,,No category,XX
5177,1935.0,,M,5,Child,XX
5178,1934.0,Splashing,F,13,Teenager,XX
5179,1934.0,Swimming (lead swimmer in race),M,19,Young Adult,XX
5180,1934.0,Taken as he dived into the water,M,14,Teenager,XX
5181,1934.0,Swimming & splashing,M,12,Teenager,XX
5182,1934.0,Bathing,F,38,Adult,XX
5183,1934.0,Fishing,M,,No category,XX
5184,1934.0,Freediving for trochus shell (submerged),M,,No category,XX
5185,1934.0,Fishing,M,,No category,XX
5186,1934.0,Fishing on a boat,M,,No category,XX
5187,1934.0,Swimming,F,,No category,XX
5188,1934.0,Dived into sea from launch & bitten immediately,M,,No category,XX
5189,1934.0,Swimming,F,18,Young Adult,XX
5190,1934.0,Swimming,M,11,Child,XX
5192,1934.0,Fishing,M,,No category,XX
5193,1934.0,Standing,M,8,Child,XX
5194,1934.0,Body surfing,M,34,Young Adult,XX
5195,1934.0,Swimming,M,,No category,XX
5196,1934.0,Swimming,M,12,Teenager,XX
5197,1934.0,Swimming in waist-deep water,M,15,Teenager,XX
5198,1934.0,Swimming in hip-deep water,M,17,Teenager,XX
5199,1934.0,Fishing,,,No category,XX
5200,1934.0,Splashing in water,M,,No category,XX
5201,1934.0,Fell into the water,M,,No category,XX
5202,1934.0,Fishing,M,,No category,XX
5203,1934.0,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream,M,15,Teenager,XX
5204,1934.0,Swimming on sandbar adjacent to channel,M,22,Young Adult,XX
5205,1933.0,Free diving for trochus,M,,No category,XX
5206,1933.0,Pearl diving,M,17,Teenager,XX
5207,1933.0,Diving,M,,No category,XX
5208,1933.0,Fishing,M,,No category,XX
5209,1933.0,"Fishing, caught a 15' shark & took it onboard",M,,No category,XX
5210,1933.0,Bathing,M,,No category,XX
5211,1933.0,Swimming,F,,No category,XX
5212,1933.0,,M,50,Adult,XX
5213,1933.0,Pearl diving,M,,No category,XX
5214,1933.0,Sitting in 3' of water,M,15,Teenager,XX
5215,1933.0,Standing,F,,No category,XX
5216,1933.0,Fishing,M,,No category,XX
5217,1933.0,Yacht of Michael Howell capsized,,,No category,XX
5218,1933.0,Fishing,M,,No category,XX
5219,1933.0,Treading water,M,,No category,XX
5220,1933.0,Swimming to shore from capsized sailboat,M,,No category,XX
5221,1933.0,Swimming,M,24,Young Adult,XX
5222,1933.0,Standing on his hands,M,,No category,XX
5223,1933.0,Diving for trochus  from dinghy when seized by shark 6' below the surface,M,,No category,XX
5224,1933.0,,,,No category,XX
5225,1933.0,Fishing,M,,No category,XX
5226,1933.0,Swimming,M,38,Adult,XX
5227,1932.0,,M,,No category,XX
5228,1932.0,Fishing,M,,No category,XX
5229,1932.0,Hurricane & Tidal Wave,,,No category,XX
5230,1932.0,Swimming,M,24,Young Adult,XX
5231,1932.0,Swimming,M,27,Young Adult,XX
5232,1932.0,Catching a turtle,M,,No category,XX
5233,1932.0,,M,,No category,XX
5234,1932.0,,M,,No category,XX
5235,1932.0,Fishing,M,,No category,XX
5236,1932.0,Pearl diving,M,,No category,XX
5237,1932.0,On expedition filming a feature movie & standing on tripod,M,18,Young Adult,XX
5238,1932.0,,M,17,Teenager,XX
5239,1932.0,"Fishing, hauling in fishing gear",M,,No category,XX
5240,1932.0,Fishing,M,32,Young Adult,XX
5241,1932.0,Fishing,M,,No category,XX
5242,1932.0,Free diving with goggles,F,,No category,XX
5243,1932.0,Pearl diving,M,,No category,XX
5244,1932.0,Pearl diving,M,,No category,XX
5245,1932.0,Standing,M,,No category,XX
5246,1932.0,Standing,F,,No category,XX
5247,1932.0,Swimming,M,,No category,XX
5248,1932.0,Fishing with dynamite,M,,No category,XX
5249,1932.0,Working near fish traps,M,,No category,XX
5250,1932.0,Swimming,M,,No category,XX
5251,1932.0,Fishing,,,No category,XX
5253,1932.0,Collecting fish by lamplight in gully,M,23,Young Adult,XX
5254,1931.0,Diving for trochus from lugger,M,45,Adult,XX
5255,1931.0,Diving off wharf,M,Teen,Teenager,XX
5256,1931.0,Swimming,M,,No category,XX
5257,1931.0,Swimming,F,20,Young Adult,XX
5258,1931.0,Fishing,M,,No category,XX
5259,1931.0,Swimming,M,18,Young Adult,XX
5260,1931.0,,M,,No category,XX
5261,1931.0,Fishing for bluefish,,,No category,XX
5262,1931.0,Swimming a quarter mile offshore,M,23,Young Adult,XX
5263,1931.0,Swimming,M,,No category,XX
5264,1931.0,Swimming,M,,No category,XX
5265,1931.0,Swimming,M,,No category,XX
5266,1931.0,Fell overboard?,M,,No category,XX
5267,1931.0,Swimming,M,,No category,XX
5268,1931.0,Swimming,M,,No category,XX
5269,1931.0,"Fishing, had just speared a ulua",M,,No category,XX
5270,1931.0,Gaffing & attempting to bring onboard a harpooned shark,M,,No category,XX
5271,1931.0,Crabbing,M,,No category,XX
5272,1931.0,,,,No category,XX
5273,1931.0,"Fishing, boat capsized",M,,No category,XX
5274,1931.0,Fishing with a cast net,M,19,Young Adult,XX
5275,1931.0,Fishing,,,No category,XX
5276,1931.0,"Fishing, hauling in net, shark in net",M,,No category,XX
5277,1931.0,Swimming,M,39,Adult,XX
5278,1931.0,,M,,No category,XX
5279,1931.0,Pearl diving,M,,No category,XX
5280,1931.0,Swimming,M,18,Young Adult,XX
5281,1931.0,"Swimming, carrying tin can with mail to steamer",M,,No category,XX
5282,1931.0,,,,No category,XX
5283,1930.0,Swimming,M,49,Adult,XX
5284,1930.0,Fell overboard,M,,No category,XX
5285,1930.0,Fishing,,,No category,XX
5286,1930.0,,M,,No category,XX
5287,1930.0,Thrown into water from fishing dinghy,M,,No category,XX
5288,1930.0,Swimming,M,,No category,XX
5289,1930.0,,,,No category,XX
5290,1930.0,Fishing,M,17,Teenager,XX
5291,1930.0,Swimming,M,38,Adult,XX
5292,1930.0,Swimming,M,,No category,XX
5293,1930.0,Swimming,M,29,Young Adult,XX
5294,1930.0,Swimming,M,21,Young Adult,XX
5295,1930.0,,M,,No category,XX
5296,1930.0,Swimming / floating,M,,No category,XX
5297,1930.0,Fishing,M,,No category,XX
5298,1930.0,Air disaster,,,No category,XX
5299,1930.0,,M,17,Teenager,XX
5300,1930.0,Sponge diving,M,,No category,XX
5301,1930.0,Pearl diving,M,19,Young Adult,XX
5302,1930.0,Diving off pier & treading water,M,18,Young Adult,XX
5303,1930.0,Removing shark from a trap,M,,No category,XX
5304,1930.0,Fishing schooner Jose Luis foundered,,,No category,XX
5305,1930.0,Swimming,M,23,Young Adult,XX
5306,1930.0,Swimming to shore after a squall  capsized their motorized shark fishing boat,M,,No category,XX
5307,1930.0,,M,17,Teenager,XX
5308,1930.0,Swimming,M,,No category,XX
5309,1929.0,Diving by wharf,M,16,Teenager,XX
5310,1929.0,Diving,M,,No category,XX
5311,1929.0,Bathing or body surfing,F,17,Teenager,XX
5312,1929.0,Pearl diving,M,,No category,XX
5313,1929.0,,M,20,Young Adult,XX
5314,1929.0,,M,50s,Adult,XX
5315,1929.0,"Sea Disaster, wreck of the  SS Norwich City",M,,No category,XX
5316,1929.0,Fishing,M,,No category,XX
5317,1929.0,Pearl diving,M,,No category,XX
5318,1929.0,Fishing,M,,No category,XX
5319,1929.0,Fell from wharf into water & attacked immediately,M,42,Adult,XX
5320,1929.0,Bathing,M,,No category,XX
5321,1929.0,Swimming,M,,No category,XX
5322,1929.0,,F,,No category,XX
5323,1929.0,Fishing,M,,No category,XX
5324,1929.0,Pearl diving,M,,No category,XX
5325,1929.0,Diving for trepang,M,,No category,XX
5326,1929.0,Diving for trochus,M,,No category,XX
5327,1929.0,Standing in knee-deep water,M,19,Young Adult,XX
5328,1929.0,,M,,No category,XX
5329,1929.0,Swimming between boats,M,,No category,XX
5330,1929.0,Swimming,M,26,Young Adult,XX
5331,1929.0,Bathing,M,,No category,XX
5332,1929.0,Launching rowboat through the surf,M,9,Child,XX
5333,1929.0,Launching rowboat through the surf,M,12,Teenager,XX
5334,1929.0,Body surfing,M,20,Young Adult,XX
5335,1929.0,Canoeing,,,No category,XX
5336,1929.0,Swimming,M,39,Adult,XX
5338,1929.0,Bathing,F,,No category,XX
5339,1929.0,Body surfing,M,14,Teenager,XX
5340,1929.0,Fishing boat,M,,No category,XX
5341,1929.0,Diving for coins thrown from ship S.S. Moeraki,M,,No category,XX
5342,1929.0,Swimming,M,,No category,XX
5343,1929.0,"Wading, netting fish",M,,No category,XX
5344,1929.0,Fishing,M,,No category,XX
5345,1929.0,,M,,No category,XX
5346,1929.0,Hardhat diving,M,27,Young Adult,XX
5347,1928.0,Pearl diving,M,,No category,XX
5348,1928.0,Fishing,M,,No category,XX
5349,1928.0,,M,24,Young Adult,XX
5350,1928.0,"Sea Disaster, sinking of the  SS Vestris",M,,No category,XX
5351,1928.0,Swimming,M,17,Teenager,XX
5352,1928.0,Fishing,M,,No category,XX
5353,1928.0,,M,,No category,XX
5354,1928.0,Pearl diving,M,,No category,XX
5355,1928.0,Watercraft,M,,No category,XX
5356,1928.0,Swimming,M,,No category,XX
5357,1928.0,,M,,No category,XX
5358,1928.0,Fishing,M,,No category,XX
5359,1928.0,Treading water,M,19,Young Adult,XX
5360,1928.0,Diving,M,,No category,XX
5361,1928.0,Bathing,M,15,Teenager,XX
5362,1928.0,Standing in waist-deep water,M,28,Young Adult,XX
5363,1928.0,,M,,No category,XX
5364,1928.0,Pearl diving,M,,No category,XX
5365,1928.0,Swimming,F,,No category,XX
5366,1928.0,Swimming,M,,No category,XX
5367,1928.0,Retrieving meat from a cage in the water,M,78,Elder,XX
5368,1928.0,Swimming,,,No category,XX
5369,1928.0,Jumped overboard and swimming,M,,No category,XX
5370,1928.0,,F,,No category,XX
5371,1928.0,Body surfing,M,18,Young Adult,XX
5372,1928.0,Standing,M,25,Young Adult,XX
5373,1927.0,Swimming,M,17,Teenager,XX
5374,1927.0,The steamer Tahiti collided with the ferry Greycliffe,,,No category,XX
5375,1927.0,Italian liner Principessa Mafalda sank,,,No category,XX
5376,1927.0,Riding horseback across the creek,M,,No category,XX
5377,1927.0,"Standing, collecting bananas",M,,No category,XX
5378,1927.0,,,,No category,XX
5379,1927.0,Sea disaster,,,No category,XX
5380,1927.0,Walking,M,,No category,XX
5381,1927.0,Diving,M,,No category,XX
5382,1927.0,Pearl diving,M,,No category,XX
5383,1927.0,Body surfing / treading water,M,17,Teenager,XX
5384,1927.0,Feeling the shark’s teeth,M,,No category,XX
5385,1927.0,Attempting to rescue drowning man,M,,No category,XX
5386,1927.0,Fishing,M,70,Elder,XX
5387,1927.0,Body surfing,M,,No category,XX
5388,1927.0,Swimming,M,,No category,XX
5389,1927.0,Swimming,M,15,Teenager,XX
5390,1927.0,Swimming,M,10,Child,XX
5391,1927.0,Pearl diving,M,,No category,XX
5392,1926.0,Diving for trochus,M,,No category,XX
5393,1926.0,Diving,M,,No category,XX
5394,1926.0,Jumped into the water,M,,No category,XX
5395,1926.0,Bathing,M,17,Teenager,XX
5396,1926.0,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,,,No category,XX
5397,1926.0,Jumped out of canoe,M,,No category,XX
5398,1926.0,Swimming,M,18,Young Adult,XX
5399,1926.0,Swimming,M,20,Young Adult,XX
5400,1926.0,Fishing,M,,No category,XX
5401,1926.0,Swimming with dog near canning factory,M,15,Teenager,XX
5402,1926.0,Bathing,M,,No category,XX
5403,1926.0,Swimming,M,,No category,XX
5404,1926.0,Fell overboard from SS Ripley Castle,M,26,Young Adult,XX
5405,1926.0,Swimming,F,,No category,XX
5406,1926.0,Swimming,F,,No category,XX
5407,1926.0,Swimming,M,,No category,XX
5408,1926.0,,M,,No category,XX
5409,1926.0,,M,,No category,XX
5410,1926.0,Shark hoisted on board liner Tahiti,M,,No category,XX
5411,1926.0,Dived onto shark from floating stage,F,,No category,XX
5412,1926.0,Swimming to mail boat,M,,No category,XX
