,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,age_int,age_cat,year_int,century
4761,28-Jul-1949,1949.0,Unprovoked,IRAN,Shatt-al-Arab River,Bashamir,Swimming,M,18,Y,,,18,Young Adult,1949,20
4762,25-Jul-1949,1949.0,Unprovoked,USA,South Carolina,"Oketee River, Jasper County",Floating on his back,M,16,N,15h00,,16,Teenager,1949,20
4763,16-Jul-1949,1949.0,Provoked,USA,California,"10 miles off Redondo Beach, Los Angeles County",Fishing,M,16,N,,"Bonita sharkk, 200-lb",16,Teenager,1949,20
4764,13-Jun-1949,1949.0,Sea Disaster,CHINA,,Between Tientsin & Hong Kong,"A 75-ton  Japanese fishing ship was sunk by  Chinese Nationalist gunboat, shipwrecked men were clinging to debris",M,,Y,,,-1,-,1949,20
4765,16-May-1949,1949.0,Unprovoked,AUSTRALIA,Western Australia,Broome,Bathing,F,22,N,,"Whaler shark, 2.7 m [9'], 350- to 450-lb  identified by G.P. Whitley",22,Young Adult,1949,20
4766,13-May-1949,1949.0,Provoked,AUSTRALIA,New South Wales,Nelson's Bay,"Examining netted shark, that had been shot",M,26,N,,,26,Young Adult,1949,20
4767,18-Apr-1949,1949.0,Provoked,AUSTRALIA,Queensland,"Nerang River, Southpot",Fishing,M,,N,,3' shark,-1,-,1949,20
4768,17-Apr-1949,1949.0,Unprovoked,AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns",Bathing in water 0.9 m deep,M,13,Y,13h30,"3.3 m [10'9""] shark",13,Teenager,1949,20
4769,13-Apr-1949,1949.0,Unprovoked,MEXICO,Tamaulipas,"Miramar Beach, Tampico",Bathing,M,,N,,,-1,-,1949,20
4771,23-Jan-1949,1949.0,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle ",Lifesaving exhibition,M,20,Y,15h00,"White shark, 3.6 m [11'9""] ",20,Young Adult,1949,20
4772,14-Jan-1949,1949.0,Invalid,AUSTRALIA,New South Wales,Off North Bondi,Surfing,M,32,,Afternoon,Invalid,32,Young Adult,1949,20
4773,13-Jan-1949,1949.0,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale, near Sydney",Surf skiing,M,,N,,,-1,-,1949,20
4775,1949-1950,1949.0,Watercraft,ITALY,Tyrrhenian Sea,San Vincenzo,"Fishing, on a boat",M,,N,,White shark,-1,-,1949,20
4777,1949,1949.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Kulengei, southeast of Kalili, Kavieng",,M,,N,,,-1,-,1949,20
4778,1949,1949.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Enang , Kavieng",,M,,N,,,-1,-,1949,20
4779,1949,1949.0,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Orava (Aravo) Islet , near Kieta. ",Spearfishing,M,18,Y,,,18,Young Adult,1949,20
4780,1949,1949.0,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Sohano Island, Buka Passage",Swimming close to wharf,M,,N,,,-1,-,1949,20
4781,1949,1949.0,Unprovoked,NEW GUINEA,"Abau Sub District, Central Province",Kerpuna ,Swimming ,M,,Y,,,-1,-,1949,20
4782,27-Dec-1948,1948.0,Unprovoked,AUSTRALIA,Western Australia,Lancelin Island,Swimming,M,17,Y,,His hand was found in a 2.4 m [8'] tiger shark caught 1/5/1949,17,Teenager,1948,20
4783,26-Dec-1948,1948.0,Unprovoked,AUSTRALIA,Queensland,"King’s Beach, Caloundra","Treading water, waiting for a wave",M,28,Y,11h30,,28,Young Adult,1948,20
4784,14-Dec-1948,1948.0,Unprovoked,IRAN,Shat-Al-Arab River,Abadan,,M,19,N,,,19,Young Adult,1948,20
4785,14-Dec-1948,1948.0,Unprovoked,CUBA,Guantanamo Province,10 miles off Cape Maisi,"2 messboys (Jeppsen) & Tony Latona (13) were playing on the afterdeck of the Danish ship Grete Maersk. Jeppsen fell overboard, Latona threw a lifebelt then jumped in to help him. Ship didn’t notice they were missing",M,14,N,,,14,Teenager,1948,20
4786,10-Dec-1948,1948.0,Unprovoked,AUSTRALIA,Queensland,Rib Reef off Townsville,Fishing,M,,N,,,-1,-,1948,20
4787,05-Dec-1948,1948.0,Sea Disaster,NORTH PACIFIC OCEAN,Between Kwajalein Atoll & Johnston Island,500 nautical miles southwest of Johnston Island,Air/Sea Disaster involving C-54 Air Force Transport No. 2686 with 37 on board,M,,Y,Dark,,-1,-,1948,20
4788, 18-Nov-1948,1948.0,Unprovoked,AUSTRALIA,Torres Strait,"Saibai Island, 80 miles north of Cape York",Pearl diving,M,41,N,,,41,Adult,1948,20
4789,22-Sep-1948,1948.0,Unprovoked,GREECE,Attica,Keratsini ,Swimming,M,17,Y,16h00,Said to be 6.4 m [21'] shark,17,Teenager,1948,20
4790,19-Sep-1948,1948.0,Unprovoked,USA,Hawaii,"Off Makapauu Point, O'ahu",Swimming,M,,N,,,-1,-,1948,20
4791,19-Sep-1948,1948.0,Unprovoked,USA,Hawaii,"Off Makapauu Point, O'ahu",Fishing,M,,N,,,-1,-,1948,20
4792,Reported 17-Sep-1848,1848.0,Unprovoked,TURKEY,Adana Province,Yumurtalik,Swimming,M,,Y,,,-1,-,1848,19
4793,15-Sep-1948,1948.0,Sea Disaster,MID ATLANTIC OCEAN,,Bound from New York to London in ballast,Leicester abandoned in a hurricane,M,,Y,,,-1,-,1948,20
4794,02-Sep-1948,1948.0,Unprovoked,IRAN,Bandar Ma’shur sea inlet,,Bathing or washing,F,60,Y,,,60,Adult,1948,20
4795,19-Aug-1948,1948.0,Unprovoked,IRAN,Shatt-al-Arab River,,,M,13,Y,,,13,Teenager,1948,20
4796,03-Aug-1948,1948.0,Unprovoked,IRAN,Shatt-al-Arab River,Bashamir,Swimming,M,15,N,,,15,Teenager,1948,20
4797,Aug-1948,1948.0,Provoked,BAHAMAS,Bimini Islands,Lerner Marine Laboratory,Spearing a shark,M,41,N,,"Lemon shark, 4'",41,Adult,1948,20
4798,01-Jul-1948,1948.0,Unprovoked,USA,US Virgin Islands,"St. John, Genti Bay",Swimming,M,46,Y,,,46,Adult,1948,20
4799,Reported 06-Jun-1948,1948.0,Unprovoked,NORTHERN MARIANA ISLANDS,Saipan,,Swimming,M,,N,,,-1,-,1948,20
4800,10-May-1948,1948.0,Provoked,IRAN,Shatt-al-Arab River,,"Fishing, shark caught in his net",M,38,N,,,38,Adult,1948,20
4801,10-Apr-1948,1948.0,Provoked,SOUTH AFRICA,Western Cape Province,Gansbaai,"Bringing hooked, harpooned shark onboard boat",M,,N,,,-1,-,1948,20
4802,"Reported 13-Mar-1948 ""Bitten last weekend",1948.0,Unprovoked,KENYA,Coast Province,Mombasa,,M,,Y,,,-1,-,1948,20
4804,Mar-1948,1948.0,Provoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Punam Passage, Rataman census div, Namatanai",Spearfishing,M,30,N,,"""grey shark""",30,Young Adult,1948,20
4805,13-Feb-1948,1948.0,Sea Disaster,USA,Texas,"Gulf of Mexico between Brownsville & Carmen, Mexico","C47 aircraft carrying 5,000 lbs of ice ditched in the sea",M,,Y,,,-1,-,1948,20
4806,12-Feb-1948,1948.0,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Swimming,M,16,Y,,3.7 m [12'] shark,16,Teenager,1948,20
4807,25-Jan-1948,1948.0,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale, near Sydney",Surf skiing,M,,N,,6' shark,-1,-,1948,20
4808,Summer 1948,1948.0,Provoked,USA,Florida,Biscayne Bay,Underwater photography,M,48,N,Afternoon,Nurse shark,48,Adult,1948,20
4809,1948,1948.0,Unprovoked,NEW GUINEA,Morobe Province,Finschafen  ,"Fishing, holding fish in right hand",M,,N,,,-1,-,1948,20
4810,1948,1948.0,Provoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Tung Island, off the west coast of Buka Island",Spearfishing,M,,N,,,-1,-,1948,20
4812,21-Dec-1947,1947.0,Unprovoked,AUSTRALIA,New South Wales,"Watson Taylor's Lake, 25 miles south of Port Macquarie",Fishing,M,9,N,P.M.,Grey nurse shark,9,Child,1947,20
4814,Dec-1947,1947.0,Unprovoked,SENEGAL,,"Tiaroye, near Dakar, Cap Vert Peninsula",Fishing / diving,M,,Y,11h00,Tiger shark,-1,-,1947,20
4816,14-Nov-1947,1947.0,Unprovoked,AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",Fishing from surf ski,M,17,N,Dusk,,17,Teenager,1947,20
4817,14-Nov-1947,1947.0,Unprovoked,AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",Fishing from surf ski,M,16,N,Dusk,,16,Teenager,1947,20
4818,08-Nov-1947,1947.0,Unprovoked,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,M,12,Y,16h00,,12,Child,1947,20
4819,08-Nov-1947,1947.0,Unprovoked,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,M,13,N,16h00,,13,Teenager,1947,20
4820,Nov-1947,1947.0,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,,M,78,Y,,,78,Elder,1947,20
4821,28-Oct-1947,1947.0,Unprovoked,AUSTRALIA,Northern Territory,"Mornington Island, Gulf of Carpentaria",Fishing in waist-deep water,M,,N,,,-1,-,1947,20
4822,10-Oct-1947,1947.0,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming ,M,25,Y,,,25,Young Adult,1947,20
4823,04-Aug-1947,1947.0,Unprovoked,USA,Florida,In a canal 10 miles north of St Augustine,Swimming,M,20,Y,A.M.,Possibly C. leucas,20,Young Adult,1947,20
4824,Reported 27-Jul-1947,1947.0,Provoked,USA,California,"Santa Monica, Los Angeles County",Fishing,M,46,N,,a small shark,46,Adult,1947,20
4825,Reported 24-Jul-1947,1947.0,Unprovoked,AUSTRALIA,Northern Territory,Darwin Harbour,Diving,M,,N,,"Most likely, a small shark",-1,-,1947,20
4826,15-Jul-1947,1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,20,N,Morning,,20,Young Adult,1947,20
4827,Jul-1947,1947.0,Invalid,GREECE,Carpathian Sea,Dodecanese Islands,Jumped overboard ,M,,,,Questionable,-1,-,1947,20
4828,27-Jun-1947,1947.0,Unprovoked,USA,Hawaii,"Off Waianae, O'ahu",Fishing,M,35,N,10h30,,35,Young Adult,1947,20
4830,Reported 13-May-1947,1947.0,Unprovoked,KENYA,Coast Province,"Kilindini Harbor, Mombasa",Swimming,M,,N,,,-1,-,1947,20
4831,20-Apr-1947,1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,21,N,12h00,"1.5 m, 45-kg shark",21,Young Adult,1947,20
4832,11-Apr-1947,1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Rocket Hut Beach, Durban",Body surfing,M,14,N,17h30,,14,Teenager,1947,20
4833,06-Apr-1947,1947.0,Unprovoked,AUSTRALIA,New South Wales,Palm Beach,Surfing,M,17,N,,,17,Teenager,1947,20
4834,Apr-1947,1947.0,Provoked,PACIFIC OCEAN,,Off Central American coast at 8N.79W,"Moving shark from tuna vessel when boat rolled, placing both man & shark in chest-deep water",M,29,N,11h00,,29,Young Adult,1947,20
4835,12-Mar-1947,1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Wading,M,18,N,16h10,,18,Young Adult,1947,20
4836,09-Mar-1947,1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,22,N,12h00,"Blacktip shark, 2 m [6.75'] ",22,Young Adult,1947,20
4838,Reported 06-Feb-1947,1947.0,Provoked,BAHAMAS,New Providence Island,Cable Beach,Attempting to ride a shark,M,,N,,5' shark,-1,-,1947,20
4841,05-Jan-1947,1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,18,N,15h50,>1.6 m shark,18,Young Adult,1947,20
4842,28-Dec-1946,1946.0,Unprovoked,AUSTRALIA,South Australia,Glenelg,Swimming near jetty with 2' piece of wood,M,23,N,,,23,Young Adult,1946,20
4844,20-Nov-1946,1946.0,Unprovoked,AUSTRALIA,Torres Strait,40 miles off Thursday Island,Pearl diving from lugger,M,30,Y,,,30,Young Adult,1946,20
4845,Reported 26-Oct-1946,1946.0,Unprovoked,MARSHALL ISLANDS,Kwajalein,,Fishing,M,,Y,,,-1,-,1946,20
4846,14-Oct-1946,1946.0,Unprovoked,AUSTRALIA,New South Wales,"Mark’s Point, Swan Bay, Lake Macquarie",Swimming,M,15,N,,,15,Teenager,1946,20
4847,24-Aug-1946,1946.0,Unprovoked,ISRAEL,Gaza,Jura Village,Fishing,M,15,N,,,15,Teenager,1946,20
4848,18-Aug-1946,1946.0,Unprovoked,AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns",Swimming after a tennis ball,M,30,Y,15h20,4.3 m [14'] shark,30,Young Adult,1946,20
4849,18-Jul-1946,1946.0,Unprovoked,IRAN,Khuzestan Province,"Dorquain, on the Karun River","Fishing, probably with a net",M,12,N,,,12,Child,1946,20
4850,18-Jul-1946,1946.0,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River, 275 km from the sea",Swimming ,M,12,N,,Possibly C. leucas,12,Child,1946,20
4851,28-Jun-1946,1946.0,Unprovoked,INDIA,,Chennai,Bathing,M,14,N,,,14,Teenager,1946,20
4852,09-May-1946,1946.0,Unprovoked,TANZANIA,Dar-es-Salaam ,Dar-es-Salaam harbor,Swimming ,M,,N,,,-1,-,1946,20
4853,19-Apr-1946,1946.0,Unprovoked,AUSTRALIA,Queensland,"Trinity Beach, Cairns",Swimming,M,17,Y,13h30,,17,Teenager,1946,20
4855,20-Mar-1946,1946.0,Watercraft,AUSTRALIA,South Australia,Grange,Fishing,M,28,N,19h00,,28,Young Adult,1946,20
4856,16-Feb-1946,1946.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Treading water,M,21,N,16h00,,21,Young Adult,1946,20
4857,10-Feb-1946,1946.0,Unprovoked,AUSTRALIA,Western Australia,"City Beach, Perth",Standing,M,18,N,12h15,"White shark, 4.2 m [13'9""] ",18,Young Adult,1946,20
4858,10-Feb-1946,1946.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Swimming ,M,18,N,09h15,,18,Young Adult,1946,20
4859,24-Jan-1946,1946.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Treading water,M,15,N,17h15,,15,Teenager,1946,20
4860,24-Jan-1946,1946.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Swimming,M,,N,Afternoon,,-1,-,1946,20
4861,17-Jan-1946,1946.0,Unprovoked,AUSTRALIA,Queensland,Townsville,,M,12,N,,small shark,12,Child,1946,20
4862,07-Jan-1946,1946.0,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,Jumping in swells,M,18,N,12h00,1.5 m [5'] shark,18,Young Adult,1946,20
4863,05-Jan-1946,1946.0,Unprovoked,AUSTRALIA,New South Wales,"Oatley Bay near Como, George’s River",Swimming,F,14,Y,,,14,Teenager,1946,20
4864,01-Jan-1946,1946.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Pollock Beach, Port Elizabeth",Body surfing,M,24,N,A.M.,,24,Young Adult,1946,20
4867,1946,1946.0,Unprovoked,PERSIAN GULF,"""Head of the Gulf""",,Bitten after dhow shipwrecked,F,,N,,,-1,-,1946,20
4868,23-Sep-1945,1945.0,Unprovoked,HONG KONG,,Tweed Beach,Bathing,M,,Y,"""shortly before dusk""",,-1,-,1945,20
4869,19-Sep-1945,1945.0,Sea Disaster,OKINAWA,,,American minesweeper USS YMS-472 foundered in a typhoon - swimming to shore,M,20,N,,,20,Young Adult,1945,20
4870,16-Sep-1945,1945.0,Sea Disaster,JAPAN,Ryukyu,,American minesweeper USS YMS-350 lost in a typhoon - swimming to shore,M,,Y,,,-1,-,1945,20
4871,06-Sep-1945,1945.0,Unprovoked,IRAN,Shatt-al-Arab River,Bashamir,Swimming,M,13,N,,,13,Teenager,1945,20
4872,19-Aug-1945,1945.0,Unprovoked,IRAN / IRAQ,Shatt-al-Arab River,Vicinity of Abadan,,M,,N,,,-1,-,1945,20
4876,15-Jun-1945,1945.0,Unprovoked,AUSTRALIA,Queensland,"Trinity Beach, Cairns",Swimming,M,,Y,16h00,,-1,-,1945,20
4877,08-May-1945,1945.0,Unprovoked,USA,North Carolina,"Ocracoke Inlet, Carteret County",Swimming,M,,Y,,,-1,-,1945,20
4878,06-Mar-1945,1945.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Walking,M,37,N,16h30,Thought to involve a Zambesi shark,37,Adult,1945,20
4879,05-Feb-1945,1945.0,Unprovoked,ISRAEL,Tel Aviv,,Swimming,M,,N,,,-1,-,1945,20
4880,1945,1945.0,Unprovoked,JAMAICA,,,Diving,M,,N,,,-1,-,1945,20
4881,1945,1945.0,Unprovoked,CUBA,Havana Province,Cojimar,"Playing on rock, slipped & fell into the water",M,,Y,,,-1,-,1945,20
4882,1945,1945.0,Unprovoked,PANAMA,Colon Province,"Mouth of Rio Dudio, 50 miles west of the city of Colon",Bathing with her mother,F,8 or 10,N,,,-1,-,1945,20
4883,1945,1945.0,Unprovoked,IRAQ,Basrah,Shatt-al Arab River,Swimming,M,15,N,12h00,Bull shark,15,Teenager,1945,20
4884,Between 18 & 22-Dec 1944,1944.0,Sea Disaster,PHILIPPINES,300 miles east of Luzon,USS Hull DD-350 was one of 3 destroyers that capsized in Typhoon Cobra,Swimming near life raft,M,19,N,,9' shark,19,Young Adult,1944,20
4886,08-Nov-1944,1944.0,Sea Disaster,SIERRA LEONE,Western Area,Freetown,,M,18,Y,,,18,Young Adult,1944,20
4887,01-Nov-1944,1944.0,Invalid,AUSTRALIA,Queensland,Maroochydore Beach,Swimming,M,,,,,-1,-,1944,20
4888,26-Oct-1944,1944.0,Sea Disaster,PHILIPPINES,,,"USS Gambier Bay CVE-73  shelled & sunk  at 09h57 on 10/24/1944, by Japanes fleet enroute to attack the Allied landing force at Leyte.",M,,Y,,,-1,-,1944,20
4889,26-Oct-1944,1944.0,Sea Disaster, PHILIPPINES,Bernardino Strait near Gulf of Leyte,,USS Hoel DD 533 sunk on 10/24/1944 in the Battle off Samar. 2 crewmen were swimmng alongside a floater net &,M,,Y,,,-1,-,1944,20
4890,25-Oct-1944,1944.0,Sea Disaster,PHILIPPINES,Off Samar Island in the Gulf of Leyte,,USS Johnston DD 557 sunk on 10/24/1944 in the Battle off Samara. Crewmen were swimming beside a raft.,M,,Y,,,-1,-,1944,20
4891,25-Oct-1944,1944.0,Unprovoked,PHILIPPINES,,Off Cape Engano,Parachuted into Pacific,M,,N,,,-1,-,1944,20
4892,24-Oct-1944,1944.0,Sea Disaster,,,225 miles east of Hong Kong,Japanese POW ship Arisan Maru with 1800 American prisoners of war on board bound for slave labor camps was torpedoed by an American submarine,M,,Y,>17h30,,-1,-,1944,20
4894,03-Sep-1944,1944.0,Unprovoked,USA,Maryland,North Beach,Swimming,M,13,N,,,13,Teenager,1944,20
4895,Sep-1944,1944.0,Unprovoked,CARIBBEAN SEA,,,Fell overboard from US Navy PC boat,M,,Y,,,-1,-,1944,20
4896,20-Aug-1944,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,Swimming ,M,19,Y,14h00,,19,Young Adult,1944,20
4897,22-Jul-144,1944.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Hartenbos,Swimming,M,17,Y,16h30,"White shark, according to witnesses",17,Teenager,1944,20
4898,23-Jun-1944,1944.0,Invalid,NORTH PACIFIC OCEAN,,Aircraft went down on 6/12/1944. He survived on raft for 11 days and was 150 miles off Guam when rescued,,M,,,,Invalid,-1,-,1944,20
4899,31-May-1944,1944.0,Unprovoked,USA,Florida,"Atlantic Beach, Mayport,  Duval County",Bathing,F,15,N,,1.8 m [6'] blacktip shark or spinner shark,15,Teenager,1944,20
4901,04-May-1944,1944.0,Unprovoked,PANAMA,Caribbean Sea,,Washed overboard by swell,M,,Y,,"White shark, 2.4 m [8'] ",-1,-,1944,20
4903,26-Mar-1944,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,18,N,17h30,,18,Young Adult,1944,20
4904,26-Mar-1944,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Standing,M,23,Y,10h00,,23,Young Adult,1944,20
4905,14-Mar-1944,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,16,N,17h30,,16,Teenager,1944,20
4906,27-Feb-1944,1944.0,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,Treading water,M,,N,>14h30,2.1 m [7'] shark,-1,-,1944,20
4907,18-Feb-1944,1944.0,Unprovoked,INDIA,,"Triplicane Beach, Chennai",Bathing,M,12,Y,,,12,Child,1944,20
4908,20-Jan-1944,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Body surfing,M,22,Y,13h15,,22,Young Adult,1944,20
4909,16-Jan-1944,1944.0,Watercraft,AUSTRALIA,Western Australia,"Cottesloe, Perth",Fishing,M,,N,,14' shark,-1,-,1944,20
4910,14-Jan-1944,1944.0,Unprovoked,AUSTRALIA,New South Wales,"First Beach, Forster",Surfing,M,14,N,17h00,,14,Teenager,1944,20
4911,04-Jan-1944,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,26,Y,17h50,,26,Young Adult,1944,20
4912,Some time between Apr & Nov-1944,1944.0,Sea Disaster,SOUTH PACIFIC OCEAN,,,Adrift on raft,M,,Y,,,-1,-,1944,20
4913,1944,1944.0,Sea Disaster,ITALY,Adriatic Sea,,B-24 aircraft crashed  into the sea,M,,Y,,,-1,-,1944,20
4914,1944,1944.0,Unprovoked,NEW GUINEA,Pacific Ocean,,Fell overboard from USS Ward,M,,Y,,,-1,-,1944,20
4915,12-Dec-1943,1943.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amazimtoti ",Treading water,M,17,Y,11h30,,17,Teenager,1943,20
4916,04-Dec-1943,1943.0,Sea Disaster,USA,South Carolina,Off Charleston,The Cuban freighter Libertad was torpedoed and sunk by the German submarine U-129,M,,Y,,,-1,-,1943,20
4917,21-Nov-1943,1943.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Swimming with board,M,,N,,,-1,-,1943,20
4918,11-Nov-1943,1943.0,Sea Disaster,PACIFIC OCEAN,Near the Fiji Islands,22º08'S  : 178º06'W,The 6711-ton American freighter & troop transport Cape San Juan was torpedoed by the Japanese submarine I-21,M,,Y,,,-1,-,1943,20
4919,26-Oct-1943,1943.0,Invalid,USA,Florida,Victim was on said to be on tanker that collided off Florida coast on 10-20-1943,,M,,,,Shark involvement prior to death unconfirmed,-1,-,1943,20
4920,23-Sep-1943,1943.0,Unprovoked,PANAMA,Gulf of Panama,"North shore of Rey Island, Las Perlas archipelago",Dived overboard to check propeller of US Navy motor torpedo boat,M,20,Y,14h35,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",20,Young Adult,1943,20
4921,Aug-1943,1943.0,Sea Disaster,ITALY,40 miles south of Naples ,Tyrrhenian Sea,Flying Fortress bomber aircraft went down after daytime raid on Naples. He was swimming on the surface,M,,N,,,-1,-,1943,20
4922,18-Jul-1943,1943.0,Sea Disaster,USA,Florida,"40 miles off Islamorada, near Cay Sal",Treading water after survivng crash of the US Navy airship K-74 that was hit by the German submarine U-134,M,,Y,,,-1,-,1943,20
4924,Jul-1943,1943.0,Invalid,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,M,68,,Between 11h00 & 12h00,Invalid,68,Elder,1943,20
4925,16-Jun-1943,1943.0,Watercraft,AUSTRALIA,Tasmania,Triabunna,Fishing for cod,M,18,N,,"White shark, 3.9 m, 550 kg, male",18,Young Adult,1943,20
4926,27-May-1943,1943.0,Invalid,PACIFIC OCEAN,,,B-24 crashed during a search mission. Survivors in raft for 47 days ,M,,,,Invalid,-1,-,1943,20
4927,17-May-1943,1943.0,Sea Disaster,CENTRAL PACIFIC,,68 miles east of Wallis Island,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",M,26,N,,,26,Young Adult,1943,20
4928,17-May-1943,1943.0,Sea Disaster,CENTRAL PACIFIC,,68 miles east of Wallis Island,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",M,,Y,,,-1,-,1943,20
4929,14-May-1943,1943.0,Sea Disaster,AUSTRALIA,Queensland,Off Brisbane,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,M,F,Y,After 04h00,,-1,-,1943,20
4930,Reported 01-May-1943,1943.0,Sea Disaster,INDIAN OCEAN,,,ship torpedoed 400 miles off the African coas. Man was clinging to hatch cover,M,,N,,Blue shark,-1,-,1943,20
4931,5-Apr-1943,1943.0,Invalid,USA,Hawaii,"3 miles from shore off McGregor Point, Maui","Small boat swamped, 4  people swimming to shore but he fell behind the other 3 and vanished",M,,,,Shark involvement prior to death unconfirmed,-1,-,1943,20
4932,21-Mar-1943,1943.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,31,Y,16h10,,31,Young Adult,1943,20
4936,26-Jan-1943,1943.0,Sea Disaster,PACIFIC OCEAN,Northwest of Papua New Guinea,,The USS Wahoo torpedoes & sank the Japanese troop transport Buyo Maru,M,,Y,,,-1,-,1943,20
4938,1943,1943.0,Unprovoked,SOLOMON ISLANDS,,Guadalcanal,Swimming,M,,N,,,-1,-,1943,20
4939,1943,1943.0,Unprovoked,IRAQ,,River Tigris,Swimming,M,22,N,,,22,Young Adult,1943,20
4940,Fall 1943,1943.0,Unprovoked,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,M,,N,,"""small sharks""",-1,-,1943,20
4941,Fall 1943,1943.0,Unprovoked,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,M,,N,,"""small sharks""",-1,-,1943,20
4942,1943,1943.0,Unprovoked,USA,Hawaii,"Midway, Northwestern Hawaiian Islands",,M,,UNKNOWN,,,-1,-,1943,20
4943,26-Dec-1942,1942.0,Unprovoked,AUSTRALIA,New South Wales,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",Dog paddling or standing,F,15,Y,10h50,Bull shark,15,Teenager,1942,20
4944,28-Nov-1942,1942.0,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,50 km off St. Lucia,U-177 torpedoed & sank the troopship Nova Scotia,M,,Y,09h30,"1.8 m to 2.4 m [6' to 8'] sharks, most were oceanic whitetip sharks",-1,-,1942,20
4945,25-Nov-1942,1942.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Swimming,M,38,N,,,38,Adult,1942,20
4946,16-Nov-1942,1942.0,Sea Disaster,SOLOMON ISLANDS,,Battle of Guadalcanal,Thrown from destroyer when shell hit,M,19,N,,,19,Young Adult,1942,20
4947,21-Nov-1942,1942.0,Sea Disaster,INDIAN OCEAN,,Bound from Cape Town for St. Helena,"On 6-Nov-1942, the German submarine U-68 sank the City of Cairo 5 days from Cape Town, survivors took to lifeboats & rafts. On the 15th day, a fireman jumped over the stern & was taken by sharks",M,,Y,,,-1,-,1942,20
