,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,age_int,age_cat,year_int,century
183,07-Nov-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Ballina",Surfing,M,42,N,06h45,5' shark,42,Adult,2018,21
184,05-Nov-2018,2018.0,Unprovoked,AUSTRALIA,Queensland,"Cid Harbor, Whitsundays",Swimming,M,33,Y,17h30,,33,Young Adult,2018,21
185,03-Nov-2018,2018.0,Unprovoked,EGYPT,,Brothers' Island,Scuba diving,M,,N,,Oceanic whitetip shark,-1,-,2018,21
186,24-Oct-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,"Guillotines surf break, Shire of Augusta Margaret River",Surfing,M,,N,09h00,,-1,-,2018,21
187,23-Oct-2018,2018.0,Unprovoked,USA,Florida,"Near Patrick AFB, Brevard County",Surfing,F,,N,Early afternoon,3' to 4' shark,-1,-,2018,21
188,23-Oct-2018,2018.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,29,N,,,29,Young Adult,2018,21
189,23-Oct-2018,2018.0,Unprovoked,USA,California,Farallon Islands,Diving / Filming,M,,N,Morning,"White shark, 17' female",-1,-,2018,21
190,19-Oct-2018,2018.0,Unprovoked,NEW ZEALAND,North Island,Baylys Beach ,Surfing,M,25,N,18h00,"White Shark, 3.2m to 3.5m",25,Young Adult,2018,21
191,19-Oct-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,Samurai Beach,Body Surfing,M,50,N,07h00,Bull shark?,50,Adult,2018,21
192,Reported 16-Oct-2018,2018.0,Watercraft,SAMOA,Upolo,,Surf skiing ,M,,N,,,-1,-,2018,21
193,13-Oct-2018,2018.0,Questionable,AUSTRALIA,Western Australia,Two Rocks near Three Mile Reef,Spearfishing,M,,N,12h00,"White shark, 5m female",-1,-,2018,21
194,11-Oct-2018,2018.0,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing,F,,N,Morning,Spinner shark,-1,-,2018,21
195,08-Oct-2018,2018.0,Provoked,AUSTRALIA,Queensland,Swain Reef,Fishing,M,55,N,Afternoon,"""reef shark""",55,Adult,2018,21
196,29-Sep-2018,2018.0,Unprovoked,USA,California,"Beacons Beach, San Diego County",Diving,M,13,N,06h55,"White shark, 11'",13,Teenager,2018,21
197,28-Sep-2018,2018.0,Unprovoked,AUSTRALIA,Northern Territory ,Groote Eylandt,,M,17,N,Afternoon,Bull shark,17,Teenager,2018,21
198,27-Sep-2018,2018.0,Watercraft,USA,California,Humboldt County,Fishing,M,55,N,15h00,White shark,55,Adult,2018,21
199,23-Sep-2018,2018.0,Unprovoked,BAHAMAS,Abaco Islands,Treasure Cay,Spearfishing,F,32,N,13h42,Blacktip shark,32,Young Adult,2018,21
200,20-Sep-2018,2018.0,Questionable,USA,Florida,"Jacksonville Beach, Duval County",,F,,N,12h00,,-1,-,2018,21
201,20-Sep-2018,2018.0,Unprovoked,AUSTRALIA,Queensland,"Cid Harbor, Whitsundays",Swimming,F,12,N,13h45,,12,Child,2018,21
202,19-Sep-2018,2018.0,Unprovoked,JAMAICA,St. Mary Parish,James Bond Beach,Spearfishing,M,43,Y,,,43,Adult,2018,21
203,19-Sep-2018,2018.0,Unprovoked,AUSTRALIA,Queensland,"Cid Harbor, Whitsundays",Swimming,F,46,N,17h00,,46,Adult,2018,21
204,15-Sep-2018,2018.0,Unprovoked,USA,Massachusetts,"Newcomb Hollow Beach, Wellfleet, Barnstable County",Boogie boarding,M,26,Y,12h00,White shark,26,Young Adult,2018,21
205,08-Sep-2018,2018.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,39,N,13h15,,39,Adult,2018,21
206,08-Sep-2018,2018.0,Unprovoked,USA,Hawaii,"Pounders Beach, Oahu",Stand-Up Paddleboarding,M,23,N,08h30,"Tiger shark, 10' to 12'",23,Young Adult,2018,21
207,07-Sep-2018,2018.0,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County",Surfing,M,60s,N,09h29,,-1,-,2018,21
208,01-Sep-2018,2018.0,Provoked,IRELAND,County Cork,,Fishing,M,40,N,18h00,"Blue shark, 47kg",40,Adult,2018,21
209,Reported 28-Aug-2018,2018.0,Unprovoked,BAHAMAS,,,Diving,M,,N,,Lemon shark,-1,-,2018,21
210,24-Aug-2018,2018.0,Unprovoked,USA,California,"Huntington Beach, Orange County",Swimming,M,14,N,20h00,5' to 8' shark,14,Teenager,2018,21
211,20-Aug-2018,2018.0,Unprovoked,BAHAMAS,Abaco Islands,Carter's Cay,Spearfishing,M,29,N,,Reef shark,29,Young Adult,2018,21
212,18-Aug-2018,2018.0,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret  County",Surfing,M,14,N,10h47,,14,Teenager,2018,21
213,18-Aug-2018,2018.0,Unprovoked,ITALY,"Chieti, Province",Torino di Sangro ,Playing,M,24,N,,,24,Young Adult,2018,21
214,15-Aug-2018,2018.0,Unprovoked,BAHAMAS,Abaco Islands,"Coco Bay, Green Turtle Cay",Standing,F,56,N,08h30,Nurse shark,56,Adult,2018,21
215,15-Aug-2018,2018.0,Questionable,USA,Maryland,"Rhode River, Chesapeake Bay",,M,,N,Sunset,,-1,-,2018,21
216,15-Aug-2018,2018.0,Unprovoked,USA,Massachusetts,"Longnook Beach, Truro, Barnstable County",Swimming,M,61,N,16h00,White shark,61,Adult,2018,21
217,09-Aug-2018,2018.0,Unprovoked,USA,Texas,"Crystal Beach, Galveston  County",Spearfishing,M,42,N,10h00,"Said to involve a bull shark, 5' to 6'",42,Adult,2018,21
218,05-Aug-2018,2018.0,Unprovoked,USA,North Carolina,"Bald Head Island, Brunswick County",Standing,M,16,N,,Said to involve a blacktip shark,16,Teenager,2018,21
219,05-Aug-2018,2018.0,Unprovoked,USA,North Carolina,"Bald Head Island, Brunswick County",Swimming/Standing,F,a minor,N,10h30,,-1,-,2018,21
220,03-Aug-2018,2018.0,Unprovoked,EGYPT,,Marsa Alam,Snorkeling,M,42,Y,15h00,Tiger shark,42,Adult,2018,21
221,29-Jul-2018,2018.0,Unprovoked,USA,Florida,"St Augustine, St Johns County",Surfing,M,14,N,,,14,Teenager,2018,21
222,24-Jul-2018,2018.0,Provoked,CHINA,Guizhou Province,Shopping mall aquarium in Guiyang City,Putting hand in shark tank,F,6,N,Afternoon,,6,Child,2018,21
223,18-Jul-2018,2018.0,Unprovoked,USA,New York,"Atlantique Beach, Fire Island, Suffolk County",Boogie Boarding,M,13,N,12h00,Sandtiger shark,13,Teenager,2018,21
224,18-Jul-2018,2018.0,Unprovoked,USA,New York,"Sailors Haven, Fire Island, Suffolk County",Wading,F,12,N,11h15,Sandtiger shark,12,Child,2018,21
225,Reported 16-Jul-2018,2018.0,Invalid,USA,Texas,Galveston,Surfing,F,,,18h00,,-1,-,2018,21
226,15-Jul-2018,2018.0,Invalid,COLOMBIA,San Andres and Providencia Archipelago,Provencia,Fishing,M,62,,,,62,Adult,2018,21
227,14-Jul-2018,2018.0,Provoked,USA,California,"Trinidad Beach, Huboldt County",Wading,F,58,N,14h11,"Salmon shark, juvenile",58,Adult,2018,21
228,14-Jul-2018,2018.0,Under investigation,USA,Florida,"Playalinda Beach, Brevard County",Surfing,F,14,N,13h30,,14,Teenager,2018,21
229,13-Jul-2018,2018.0,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Wading,M,17,N,15h40,,17,Teenager,2018,21
230,13-Jul-2018,2018.0,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Surfing,M,30,N,15h35,,30,Young Adult,2018,21
231,11-Jul-2018,2018.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,N,11h30,,14,Teenager,2018,21
232,Reported 09-Jul-2018.,2018.0,Unprovoked,BAHAMAS,The Exuma Cays,Staniel Cay,Floating,F,19,N,,"Nurse shark, 5'",19,Young Adult,2018,21
233,07-Jul-2018,2018.0,Invalid,USA,Florida,"John Pennekamp Coral Reef State Park, Monroe County",Snorkeling,M,,N,13h30,"Injury most likely caused by barracuda, not a shark",-1,-,2018,21
234,02-Jul-2018,2018.0,Unprovoked,USA,South Carolina,Myrtle Beach,Boogie boarding,F,11,N,14h40,,11,Child,2018,21
235,25-Jun-2018,2018.0,Watercraft,USA,California,"Oceanside, San Diego County",Paddling,F,57,N,18h00,White shark,57,Adult,2018,21
236,18-Jun-2018,2018.0,Provoked,USA,Florida,"Near the Bahia Honda Bridge, Monroe County",Fishing,M,,N,,Nurse shark,-1,-,2018,21
237,18-Jun-2018,2018.0,Unprovoked,USA,Georgia,"St. Simon Island, Glynn County",Standing,F,11,N,14h00  -15h00,,11,Child,2018,21
238,09-Jun-2018,2018.0,Invalid,USA,Hawaii,"Habush, Oahu",Surfing,M,48,N,07h45,,48,Adult,2018,21
239,08-Jun-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,Arrawarra Headland,Surfing,M,,N,,2 m shark,-1,-,2018,21
240,04-Jun-2018,2018.0,Provoked,MEXICO,Colima,La Ticla,Free diving,M,,N,,"Tiger shark, 3m",-1,-,2018,21
241,03-Jun-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock, Ballina",Kite surfing,M,,N,,,-1,-,2018,21
242,03-Jun-2018,2018.0,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",Swimming,M,18,Y,Late afternoon,Tiger shark,18,Young Adult,2018,21
243,Jun-1018,2018.0,Unprovoked,EGYPT,,Brothers Island,Scuba Diving,M,,N,,Oceanic whitetip shark,-1,-,2018,21
244,27-May-2018,2018.0,Provoked,USA,Florida,"Lighhouse Point Park, Ponce Inlet, Volusia County",Fishing,M,52,N,,"Lemon shark, 3'",52,Adult,2018,21
245,26-May-2018,2018.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Walking,M,15,N,17h00,"Bull shark, 6'",15,Teenager,2018,21
246,26-May-2018,2018.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Standing,M,12,N,14h00,,12,Child,2018,21
247,24-May-2018,2018.0,Provoked,AUSTRALIA,Queensland,Cairns Aquarium,Feeding sharks,M,32,N,Morning,Grey reef shark,32,Young Adult,2018,21
248,21-May-2018,2018.0,Unprovoked,USA,South Carolina,"Isle of Palms,  Charleston County",Boogie boarding,M,10,N,,,10,Child,2018,21
249,13-May-2018,2018.0,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,M,10,N,15h00,,10,Child,2018,21
250,13-May-2018,2018.0,Invalid,ENGLAND,Cornwall,Off Land's End,Fishing,M,21,N,08h15,Invalid incident,21,Young Adult,2018,21
251,May 2018,2018.0,Provoked,AUSTRALIA,Westerm Australia,Dugong Bay,Feeding sharks,F,34,N,,"Tawny nurse shark, 2m",34,Young Adult,2018,21
252,12-May-2018,2018.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,M,,N,11h00,,-1,-,2018,21
253,09-May-2018,2018.0,Questionable,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,,N,10h30,Shark involvement not confirmed,-1,-,2018,21
254,Reported 30-Apr-2018,2018.0,Unprovoked,THAILAND,Hua Hin,Sai Noi Beach,Swimming,M,,N,,,-1,-,2018,21
255,28-Apr-2018,2018.0,Provoked,USA,Texas,Galveston Bay,Fishing,M,,N,,Sandtiger shark',-1,-,2018,21
256,28-Apr-2018,2018.0,Unprovoked,COSTA RICA,Cocos Island,Manuelita,Scuba diving,M,30,N,10h40,Tiger shark,30,Young Adult,2018,21
257,28-Apr-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,Gearys Beach,Surfing,M,,N,16h50,,-1,-,2018,21
258,25-Apr-2018,2018.0,Questionable,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,,N,07h00,Questionable,-1,-,2018,21
259,25-Apr-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,"Surfers Point, Prevelly",Surfing,M,60,N,09h30,3 m shark,60,Adult,2018,21
260,24-Apr-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,"South Point, Gracetown",Surfing,M,,N,Afternoon,"White shark, 3.5 m",-1,-,2018,21
261,23-Apr-2018,2018.0,Unprovoked,MALDIVES,Alifu Alifu Atoll,Madoogali,Fishing,M,32,N,21h50,Tiger shark,32,Young Adult,2018,21
262,22-Apr-2018,2018.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,M,33,N,09h40,"White shark, 2.5 m",33,Young Adult,2018,21
263,19-Apr-2018,2018.0,Unprovoked,USA,Hawaii,"Shipwreck’s Beach, Keoneloa Bay, Kauai",Body boarding,M,29,N,,6' shark,29,Young Adult,2018,21
264,15-Apr-2018,2018.0,Unprovoked,THAILAND,Hua Hin,Sai Noi Beach,Swimming,M,54,N,,Juvenile bull shark,54,Adult,2018,21
265,15-Apr-2018,2018.0,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,34,,,,34,Young Adult,2018,21
266,15-Apr-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,"Lefthanders, Margaret River Area",Surfing,M,41,N,,,41,Adult,2018,21
267,15-Apr-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,"Cobblestones, Margaret River Area",Surfing,M,37,N,08h00,,37,Adult,2018,21
268,14-Apr-2018,2018.0,Unprovoked,BAHAMAS,New Providence,Nirvana Beach,Surfing,M,,N,09h30,Tiger shark,-1,-,2018,21
269,Reported 10-Apr-2018,2018.0,Invalid,BRAZIL,Alagoas,"Praia de Sauaçuhy, Maceió",Fishing,M,56,N,,Shark involvement not confirmed,56,Adult,2018,21
270,09-Apr-2018,2018.0,Unprovoked,NEW CALEDONIA,,"Magenta Beach, Noumea",Foilboarding,M,17,N,17h00,2 m shark,17,Teenager,2018,21
271,05-Apr-2018,2018.0,Unprovoked,BAHAMAS,,Bimini,Swimming,M,12,N,18h00,Bull shark,12,Child,2018,21
272,03-Apr-2018,2018.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing,M,19,N,15h00,White shark,19,Young Adult,2018,21
273,31-Mar-2018,2018.0,Unprovoked,USA,Hawaii,Kukio Beach,Stand-Up Paddleboarding,M,25,N,09h30,"Tiger shark, 12'",25,Young Adult,2018,21
274,14-Mar-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,Waterman's Bay,Wading,M,10,N,17h35,Wobbegong shark,10,Child,2018,21
275,9-Mar-2018,2018.0,Unprovoked,AUSTRALIA,Victoria,Lorne,Swimming,M,69,N,15h30,3.5 m shark,69,Elder,2018,21
276,9-Mar-2018,2018.0,Unprovoked,AUSTRALIA,Victoria,Winkipop,Surfing,M,18,N,07h30,1.8 m shark,18,Young Adult,2018,21
277,24-Feb-2018,2018.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,Scuba Diving,M,38,N,,Blacktip shark,38,Adult,2018,21
278,23-Feb-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,"Little Congwong Beach, La Perouse ",Swimming,F,55,N,"19h00, Dusk","Juvenile white shark,  2.7 to 3.2 m",55,Adult,2018,21
279,18-Feb-2018,2018.0,Provoked,AUSTRALIA,Victoria,Westernport Bay,Fishing,M,34,N,Night,,34,Young Adult,2018,21
280,15-Feb-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,"Surf Beach, Kiama",Walking,M,35,N,16h00,"Bull shark, 2 m",35,Young Adult,2018,21
281,14-Feb-2018,2018.0,Invalid,AUSTRALIA,Queensland,Mooloolaba Beach,Swimming,F,,N,18h00,Possibly a wobbegong,-1,-,2018,21
282,11-Feb-2018,2018.0,Invalid,BRAZIL,"Boi Island, Victoria",Espirito Santo,Cleaning fish,F,46,N,,"Injury believed caused by an eel, not a shark",46,Adult,2018,21
283,03-Feb-2018,2018.0,Unprovoked,ECUADOR,Galapagos Islands,Santa Fe Island,Snorkeling,M,45,N,,Galapagos shark?,45,Adult,2018,21
284,01-Feb-2018,2018.0,Invalid,AUSTRALIA,Western Australia,"Avalon Point, Manurah",Spearfishing,M,14,N,,2m shark,14,Teenager,2018,21
285,28-Jan-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,Cone Bay,,M,18,N,08h00,Bull shark,18,Young Adult,2018,21
286,21-Jan-2018,2018.0,Unprovoked,NEW CALEDONIA,,Nouville,Spearfishing,M,40s,N,15h30,"Bull shark, 3 m ",-1,-,2018,21
287,14-Jan-2018,2018.0,Unprovoked,AUSTRALIA,Queensland,Lizard Island,Diving,M,,N,15h01,Grey reef shark. 2 m,-1,-,2018,21
288,13-Jan-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,Martin Islet,Free diving,M,28,N,,"White shark, 3.5 m",28,Young Adult,2018,21
289,12-Jan-2018,2018.0,Unprovoked,BRAZIL,Fernando de Noronha,Conceicao Beach,Surfing,M,20,N,Late afternoon,small shark,20,Young Adult,2018,21
290,05-Jan-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,"South Point, Gracetown",Surfing,M,,N,,Wobbegong shark?,-1,-,2018,21
291,31-Dec-2017,2017.0,Unprovoked,USA,Hawaii,"Hultin's Beach, Oahu",Surfing,F,54,N,18h00,Tiger shark,54,Adult,2017,21
292,30-Dec-2017,2017.0,Unprovoked,USA,California,"Drakes Estero, Point Reyes, Marin County",Surfing,F,35,N,12h00,,35,Young Adult,2017,21
293,21-Dec-2017,2017.0,Provoked,MALAYSIA,Sepang,Bagan Lalang Beach,Fishing / Wading,M,24,N,,Juvenile nurse shark,24,Young Adult,2017,21
294,09-Dec-2017,2017.0,Unprovoked,BAHAMAS,,,Snorkeling,F,25,N,,Nurse shark. 5',25,Young Adult,2017,21
295,30-Nov-2017,2017.0,Unprovoked,COSTA RICA,Cocos Island,Manuelita,Scuba Diving,M,26,N,,"Tiger shark, female",26,Young Adult,2017,21
296,30-Nov-2017,2017.0,Unprovoked,COSTA RICA,Cocos Island,Manuelita,Scuba diving,F,49,Y,,"Tiger shark, female",49,Adult,2017,21
298,24-Nov-2017,2017.0,Unprovoked,USA,California,"Stillwater Cove, Monterey County",Spearfishing,M,25,N,13h45,"White shark, 4.6 m",25,Young Adult,2017,21
299,18-Nov-2017,2017.0,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,F,14,N,Late afternoon,,14,Teenager,2017,21
300,Reported 13-Nov-2017,2017.0,Unprovoked,,,,Surfing,M,24,N,,,24,Young Adult,2017,21
301,13-Nov-2017,2017.0,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Surfing,M,25,N,16h00,2 m shark,25,Young Adult,2017,21
302,04-Nov-2017,2017.0,Unprovoked,CUBA,Holquin Province,Guardalavaca Beach,Night bathing,M,22,Y,23h30,Tiger shark,22,Young Adult,2017,21
303,02-Nov-2017,2017.0,Unprovoked,USA,Hawaii,Makaha,Surfing,M,20s,N,14h15,,-1,-,2017,21
304,Reported 31-Oct-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Magnetic Island,Snorkeling,M,7,N,,Cookiecutter shark,7,Child,2017,21
305,28-Oct-2017,2017.0,Unprovoked,AUSTRALIA,New South Wales,Birubi Point,Surfing,M,31,N,09h00,"Wobbegong shark, 1 m",31,Young Adult,2017,21
306,26-Oct-2017,2017.0,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Stand-Up Paddleboarding,M,,N,15h00,,-1,-,2017,21
307,23-Oct-2017,2017.0,Unprovoked,MAURITIUS,Pamplemousses ,Le Goulet,Swimming,M,,N,Afternoon,,-1,-,2017,21
308,23-Oct-2017,2017.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing ,M,17,N,17h00,,17,Teenager,2017,21
309,23-Oct-2017,2017.0,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Swimming,F,60,N,08h00,,60,Adult,2017,21
310,22-Oct-2017,2017.0,Unprovoked,AUSTRALIA,South Australia,Normanville,Kayaking / Fishing,F,15,N,Afternoon,"White shark, 4.5 m",15,Teenager,2017,21
311,21-Oct-2017,2017.0,Watercraft,NEW ZEALAND,North Island,"Off Tapuna Beach, Auckand",Kayaking,M,,N,09h00,2 m shark,-1,-,2017,21
312,18-Oct-2017,2017.0,Unprovoked,USA,Florida,"Lantana Beach, Palm Beach County",Swimming,M,,N,14h30,"Spinner shark, 4 to 5 feet",-1,-,2017,21
313,09-Oct-2017,2017.0,Unprovoked,USA,Hawaii,"Davidsons Beach, Kekaha, Kauai",Surfing,M,54,N,18h30,"Tiger shark, 8 to 10 feet",54,Adult,2017,21
314,05-Oct-2017,2017.0,Unprovoked,USA,Hawaii,"Kama‘ole Beach Park, Maui ",Snorkeling,F,40,N,12h30,8' shark,40,Adult,2017,21
315,01-Oct-2017,2017.0,Invalid,SOUTH AFRICA,Western Cape Province,Dyer Island,Scuba Diving,M,31,,,,31,Young Adult,2017,21
316,25-Sep-2017,2017.0,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,,N,Morning,5' shark,-1,-,2017,21
317,25-Sep-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Gracetown,Surfing,M,,N,18h00,"White shark, 3.5 m",-1,-,2017,21
318,24-Sep-2017,2017.0,Invalid,USA,New York,Rockaway,Surfing,M,33,,15h30,Questionable,33,Young Adult,2017,21
319,24-Sep-2017,2017.0,Unprovoked,USA,Florida,Fort Worth,Surfing,M,,N,14h00,4' to 5' shark,-1,-,2017,21
320,20-Sep-2017,2017.0,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,,N,Morning,,-1,-,2017,21
321,16-Sep-2017,2017.0,Unprovoked,SPAIN,Canary Islands,Gran Canaria ,Body surfing,M,13,N,,"Porbeagle, 1.5 m",13,Teenager,2017,21
322,16-Sep-2017,2017.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,28,N,16h30,,28,Young Adult,2017,21
323,15-Sep-2017,2017.0,Invalid,SOUTH AFRICA,Western Cape Province,Hawston,Scuba Diving,M,25,,Afternoon,,25,Young Adult,2017,21
324,15-Sep-2017,2017.0,,SAMOA, Upolu Island,Nofoali’i,Fishing,M,,N,Night,,-1,-,2017,21
326,13-Sep-2017,2017.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,18,N,18h45,5' to 6' shark,18,Young Adult,2017,21
327,10-Sep-2017,2017.0,Unprovoked,AUSTRALIA,Westerm Australia,Sam's Creek area,Swimming,M,,N,15h00,,-1,-,2017,21
328,10-Sep-2017,2017.0,Unprovoked,AUSTRALIA,New South Wales,Iluka Beach,Surfing,M,35,N,06h00,"White shark, 3 to 3.5m ",35,Young Adult,2017,21
329,Reported 06-Sep-2017,2017.0,Unprovoked,SOLOMON ISLANDS,,Owarigi Island,Spearfishing,M,,N,,,-1,-,2017,21
330,03-Sep-2017,2017.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Dyer Island,"Swimming, poaching abalone",M,,Y,Morning,,-1,-,2017,21
331,03-Sep-2017,2017.0,Unprovoked,JAPAN,Shizuoka Prefecture,Iwata City,Surfing,M,42,N,10h00,,42,Adult,2017,21
332,02-Sep-2017,2017.0,Unprovoked,USA,Florida,"Marathon, Monroe County",Swimming,M,,N,,Nurse shark,-1,-,2017,21
333,02-Sep-2017,2017.0,Unprovoked,USA,Texas,"South Padre Island, Cameron County",Swimming,F,,N,,,-1,-,2017,21
334,02-Sep-2017,2017.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,N,10h44,,17,Teenager,2017,21
335,29-Aug-2017,2017.0,Unprovoked,AUSTRALIA,Victoria,Cathedral Rock,Surfing,M,37,N,10h30,"White shark, 3 m",37,Adult,2017,21
336,27-Aug-2017,2017.0,Unprovoked,USA,Florida,Bathtub Beach ,Wading,F,3,N,13h19,,3,Child,2017,21
337,26-Aug-2017,2017.0,Invalid,SPAIN,Castellón,Grao de Moncofa,Swimming,F,11,,Midday,Shark involvement questionable,11,Child,2017,21
338,26-Aug-2017,2017.0,Watercraft,NEW ZEALAND,North Island,Off Tutukaka,Canoeing,M,,N,,,-1,-,2017,21
339,23-Aug-2017,2017.0,Unprovoked,USA,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",SUP,M,69,N,10h00,"White shark, 5' to 7'",69,Elder,2017,21
340,18-Aug-2017,2017.0,Unprovoked,BAHAMAS,,,Spearfishing,M,,N,15h00,5' shark,-1,-,2017,21
341,10-Aug-2017,2017.0,Unprovoked,USA,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,M,13,N,13h30,Possibly a juvenile blacktip shark,13,Teenager,2017,21
342,05-Aug-2017,2017.0,Unprovoked,EGYPT,Red Sea Protectorate,Marsa Ghalib,Snorkeling,F,20,N,,"Oceanic whitetip shark, 1.8 to 2 m",20,Young Adult,2017,21
343,03-Aug-2017,2017.0,Provoked,USA,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,M,34,N,23h30,4' shark,34,Young Adult,2017,21
344,01-Aug-2017,2017.0,Watercraft,USA,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Fishing,M,,N,10h45,"White shark, 10'",-1,-,2017,21
345,31-Jul-2017,2017.0,Unprovoked,USA,Florida,"Jacksonvlle, Duval County",Skimboarding,M,15,N,18h30,,15,Teenager,2017,21
346,29-Jul-2017,2017.0,Invalid,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,M,10,,15h00,A small shark,10,Child,2017,21
347,29-Jul-2017,2017.0,Unprovoked,USA,South Carolina,"DeBordieu Colony, Georgetown County",,F,12,N,Afternoon,,12,Child,2017,21
348,27-Jul-2017,2017.0,Unprovoked,BAHAMAS,New Providence District,Rose Island,Snorkeling,F,,N,,,-1,-,2017,21
349,Reported 26-Jul-2017,2017.0,Unprovoked,BAHAMAS,40 miles off Grand Bahama Island,,Spearfishing,M,,N,,,-1,-,2017,21
350,24-Jul-2017,2017.0,Unprovoked,"ST HELENA, British overseas territory",Ascension Island,English Bay,Surfing,M,37,N,17h00,,37,Adult,2017,21
351,23-Jul-2017,2017.0,Unprovoked,USA,New Jersey,Ventnor,,F,,N,,Sandtiger shark  2',-1,-,2017,21
352,23-Jul-2017,2017.0,Unprovoked,SPAIN,Majorca,"Estanys Beach, Colonia de Sant",Swimming,F,,N,Afternoon,Blue shark 6',-1,-,2017,21
353,22-Jul-2017,2017.0,Unprovoked,USA,Florida,"Snipes Point, Monroe County",,F,40,N,12h30,"""A small shark""",40,Adult,2017,21
354,20-Jul-2017,2017.0,Invalid,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,F,8,,,Shark involvement not confirmed,8,Child,2017,21
355,20-Jul-2017,2017.0,Watercraft,USA,California,"Stearns Wharf, Santa Barbara",Kayaking,M,40,N,11h20,"White shark, 11' to 13'",40,Adult,2017,21
356,20-Jul-2017,2017.0,Unprovoked,USA,California,"Seal Rock, Goleta Beach, Santa Barbara",SUP,M,50,N,07h45,"White shark, 8' to 10'",50,Adult,2017,21
357,14-Jul-2017,2017.0,Unprovoked,USA,Washington,"South Beach, Westport, Grays Harbor County",Surfing,M,,N,18h30,"White shark, 9'",-1,-,2017,21
358,14-Jul-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Floreat Beach,Surfing,M,,N,11h45,,-1,-,2017,21
359,11-Jul-2017,2017.0,Watercraft,USA,California,"Santa Cruz, Santa Cruz County",Kayaking,M,,N,11h00,White shark,-1,-,2017,21
360,09-Jul-2017,2017.0,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,M,46,N,15h30,"Bull shark, 4' to 5'",46,Adult,2017,21
